2026-07-24 11:01:35,067 - INFO - Logging setup successfully. Log file: /home/victor/Dev/school/school-server/log/20260724_Default.log
2026-07-24 11:01:35,289 - INFO - Logging setup successfully. Log file: /home/victor/Dev/school/school-server/log/20260724_Default.log
2026-07-24 11:50:42,337 - INFO - Logging setup successfully. Log file: /home/victor/Dev/school/school-server/log/20260724_Default.log
2026-07-24 11:50:42,526 - INFO - Logging setup successfully. Log file: /home/victor/Dev/school/school-server/log/20260724_Default.log
2026-07-24 11:57:52,180 - INFO - Logging setup successfully. Log file: /home/victor/Dev/school/school-server/log/20260724_Default.log
2026-07-24 11:57:52,391 - INFO - Logging setup successfully. Log file: /home/victor/Dev/school/school-server/log/20260724_Default.log
2026-07-24 11:58:28,364 - INFO - find_documents();collection=_healthcheck
2026-07-24 11:58:28,365 - INFO - find_documents();query={}
2026-07-24 11:58:28,381 - INFO - find();Found 0 documents in _healthcheck
2026-07-24 12:07:15,154 - INFO - find_documents();collection=users
2026-07-24 12:07:15,155 - INFO - find_documents();query={}
2026-07-24 12:07:15,160 - INFO - find();Found 0 documents in users
2026-07-24 12:08:35,888 - INFO - insert_document();collection=logs
2026-07-24 12:08:35,888 - INFO - insert_document();source=auth_api
2026-07-24 12:08:35,889 - INFO - insert_document();logtype=db
2026-07-24 12:08:35,889 - INFO - insert_document();logLevel=INFO
2026-07-24 12:08:35,895 - INFO - log_to_mongodb();Logged to logs: 6a6347b3c8e3bf9fffaf9199
2026-07-24 12:08:35,956 - INFO - find_documents();collection=users
2026-07-24 12:08:35,956 - INFO - find_documents();query={'email': 'victor.s.candeias@outlook.pt'}
2026-07-24 12:08:35,961 - INFO - find();Found 0 documents in users
2026-07-24 12:08:36,021 - INFO - insert_document();collection=logs
2026-07-24 12:08:36,022 - INFO - insert_document();source=auth_api
2026-07-24 12:08:36,023 - INFO - insert_document();logtype=db
2026-07-24 12:08:36,023 - INFO - insert_document();logLevel=INFO
2026-07-24 12:08:36,028 - INFO - log_to_mongodb();Logged to logs: 6a6347b4c8e3bf9fffaf919a
2026-07-24 12:08:36,605 - INFO - insert_document();collection=users
2026-07-24 12:08:36,606 - INFO - insert_document();data={'name': 'victor', 'email': 'victor.s.candeias@outlook.pt', 'password': '$2b$12$sKxYHV6WOsbMMiYyCLodO.1EqGa4XMEUaU6BtqjvRFptJUfyTN4ke', 'role': 'user'}
2026-07-24 12:08:36,610 - INFO - insert();Inserted into users: 6a6347b4c8e3bf9fffaf919b
2026-07-24 12:08:36,666 - INFO - insert_document();collection=logs
2026-07-24 12:08:36,667 - INFO - insert_document();source=auth_api
2026-07-24 12:08:36,668 - INFO - insert_document();logtype=db
2026-07-24 12:08:36,668 - INFO - insert_document();logLevel=INFO
2026-07-24 12:08:36,672 - INFO - log_to_mongodb();Logged to logs: 6a6347b4c8e3bf9fffaf919c
2026-07-24 12:08:36,729 - INFO - insert_document();collection=logs
2026-07-24 12:08:36,730 - INFO - insert_document();source=auth_api
2026-07-24 12:08:36,730 - INFO - insert_document();logtype=db
2026-07-24 12:08:36,731 - INFO - insert_document();logLevel=INFO
2026-07-24 12:08:36,735 - INFO - log_to_mongodb();Logged to logs: 6a6347b4c8e3bf9fffaf919d
2026-07-24 12:08:47,462 - INFO - insert_document();collection=logs
2026-07-24 12:08:47,463 - INFO - insert_document();source=auth_api
2026-07-24 12:08:47,463 - INFO - insert_document();logtype=db
2026-07-24 12:08:47,464 - INFO - insert_document();logLevel=INFO
2026-07-24 12:08:47,469 - INFO - log_to_mongodb();Logged to logs: 6a6347bfc8e3bf9fffaf919e
2026-07-24 12:08:47,533 - INFO - find_documents();collection=users
2026-07-24 12:08:47,534 - INFO - find_documents();query={'email': 'victor.s.candeias@outlook.pt'}
2026-07-24 12:08:47,539 - INFO - find();Found 1 documents in users
2026-07-24 12:08:49,216 - INFO - find_documents();collection=classes
2026-07-24 12:08:49,216 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:08:49,219 - INFO - find();Found 0 documents in classes
2026-07-24 12:08:49,227 - INFO - find_documents();collection=years
2026-07-24 12:08:49,228 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:08:49,231 - INFO - find();Found 0 documents in years
2026-07-24 12:08:49,235 - INFO - find_documents();collection=schools
2026-07-24 12:08:49,235 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:08:49,238 - INFO - find();Found 0 documents in schools
2026-07-24 12:08:49,241 - INFO - find_documents();collection=students
2026-07-24 12:08:49,241 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:08:49,244 - INFO - find();Found 0 documents in students
2026-07-24 12:09:00,718 - INFO - insert_document();collection=logs
2026-07-24 12:09:00,719 - INFO - insert_document();source=auth_api
2026-07-24 12:09:00,719 - INFO - insert_document();logtype=db
2026-07-24 12:09:00,720 - INFO - insert_document();logLevel=INFO
2026-07-24 12:09:00,724 - INFO - log_to_mongodb();Logged to logs: 6a6347ccc8e3bf9fffaf919f
2026-07-24 12:09:00,786 - INFO - find_documents();collection=users
2026-07-24 12:09:00,787 - INFO - find_documents();query={'email': 'victor.s.candeias@outlook.pt'}
2026-07-24 12:09:00,792 - INFO - find();Found 1 documents in users
2026-07-24 12:09:01,595 - INFO - find_documents();collection=schools
2026-07-24 12:09:01,595 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:09:01,603 - INFO - find();Found 0 documents in schools
2026-07-24 12:09:01,615 - INFO - find_documents();collection=years
2026-07-24 12:09:01,615 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:09:01,618 - INFO - find();Found 0 documents in years
2026-07-24 12:09:01,621 - INFO - find_documents();collection=classes
2026-07-24 12:09:01,621 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:09:01,624 - INFO - find();Found 0 documents in classes
2026-07-24 12:09:01,627 - INFO - find_documents();collection=students
2026-07-24 12:09:01,627 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:09:01,630 - INFO - find();Found 0 documents in students
2026-07-24 12:23:53,925 - INFO - find_documents();collection=appsettings
2026-07-24 12:23:53,925 - INFO - find_documents();query={'key': 'global'}
2026-07-24 12:23:53,931 - INFO - find();Found 0 documents in appsettings
2026-07-24 12:23:53,991 - INFO - insert_document();collection=appsettings
2026-07-24 12:23:53,992 - INFO - insert_document();data={'key': 'global', 'inactiveLogoutMinutes': 15, 'messageTimeoutSeconds': 5, 'percentageRanges': [{'id': 'very-low', 'min': 0, 'max': 10, 'backgroundColor': '#dc2626', 'textColor': '#ffffff'}, {'id': 'low', 'min': 11, 'max': 39, 'backgroundColor': '#fdba74', 'textColor': '#7c2d12'}, {'id': 'mid-low', 'min': 40, 'max': 49, 'backgroundColor': '#fde68a', 'textColor': '#713f12'}, {'id': 'mid', 'min': 50, 'max': 69, 'backgroundColor': '#bbf7d0', 'textColor': '#14532d'}, {'id': 'high', 'min': 70, 'max': 85, 'backgroundColor': '#15803d', 'textColor': '#ffffff'}, {'id': 'very-high', 'min': 86, 'max': 100, 'backgroundColor': '#ddd6fe', 'textColor': '#4c1d95'}]}
2026-07-24 12:23:54,083 - INFO - insert();Inserted into appsettings: 6a634b49c8e3bf9fffaf91a0
2026-07-24 12:24:48,511 - INFO - insert_document();collection=logs
2026-07-24 12:24:48,512 - INFO - insert_document();source=auth_api
2026-07-24 12:24:48,512 - INFO - insert_document();logtype=db
2026-07-24 12:24:48,513 - INFO - insert_document();logLevel=INFO
2026-07-24 12:24:48,521 - INFO - log_to_mongodb();Logged to logs: 6a634b80c8e3bf9fffaf91a1
2026-07-24 12:24:48,579 - INFO - find_documents();collection=users
2026-07-24 12:24:48,580 - INFO - find_documents();query={'email': 'victor.s.candeias@outlook.pt'}
2026-07-24 12:24:48,584 - INFO - find();Found 1 documents in users
2026-07-24 12:24:49,690 - INFO - find_documents();collection=schools
2026-07-24 12:24:49,691 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:24:49,694 - INFO - find();Found 0 documents in schools
2026-07-24 12:24:49,707 - INFO - find_documents();collection=students
2026-07-24 12:24:49,708 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:24:49,713 - INFO - find();Found 0 documents in students
2026-07-24 12:24:49,717 - INFO - find_documents();collection=years
2026-07-24 12:24:49,718 - INFO - find_documents();query={'userId': '6a6347b4c8e3bf9fffaf919b'}
2026-07-24 12:24:49,721 - INFO - find();Found 0 documents in years
